BP;latitud_obs;longitud_obs;direccion;comuna;lat;lon
4007177;-33.265.667;-70.633.073;CAMINO GUAY GUAY 10701;COLINA;-0,332657;-0,706331
4008006;-33.425.798;-70.616.333;PADRE MARIANO 87;PROVIDENCIA;-0,334258;-0,706163
4008008;-33.416.763;-70.577.981;NIBALDO CORREA 511;LAS CONDES;-0,334168;-0,705780
4008961;-33.444.202;-70.642.708;CARMEN 90;SANTIAGO;-0,334442;-0,706427
4008972;-33.594.773;-70.584.927;CERVEIRA 540;PUENTE ALTO;-0,335948;-0,705849
4009250;-33.400.357;-70.572.588;CERRO COLORADO 6010;LAS CONDES;-0,334004;-0,705726
4009252;-3.341.801;-70.569.799;AVENIDA CRISTOBAL COLON 5444;LAS CONDES;-0,334180;-0,705698
4012038;-33.448.211;-70.571.951;SIMON BOLIVAR 5675;ÑUÑOA;-0,334482;-0,705720
4012669;-33.437.579;-70.578.121;HAMBURGO 1882;ÑUÑOA;-0,334376;-0,705781
4013065;-33.449.665;-70.635.968;ARGOMEDO 321;SANTIAGO;-0,334497;-0,706360
4013200;-33.437.412;-70.641.807;MERCED 336;SANTIAGO;-0,334374;-0,706418
4013265;-33.455.203;-70.586.126;AV IRARRAZAVAL 4200;ÑUÑOA;-0,334552;-0,705861
4016536;-33.426.161;-70.588.357;MARCO POLO 1053;LAS CONDES;-0,334262;-0,705884
4017122;-33.453.351;-70.628.998;GENERAL BUSTAMANTE 957;ÑUÑOA;-0,334534;-0,706290
4018131;-33.447.856;-70.625.664;AV CONDELL 1415;PROVIDENCIA;-0,334479;-0,706257
4019580;-33.425.259;-70.591.385;LA NIÑA 3020;LAS CONDES;-0,334253;-0,705914
4020787;-3.348.725;-70.576.403;MAR TIRRENO 3360;PEÑALOLEN;-0,334873;-0,705764
4020788;-33.438.985;-70.625.669;RICARDO MATTE PEREZ 547;PROVIDENCIA;-0,334390;-0,706257
4022215;-33.638.827;-71.617.756;CONDOMINIO LA PRINCESA 0;ROCAS DE SANTO DOMINGO;-0,336388;-0,716178
4022217;-33.437.261;-70.582.142;MONTENEGRO 2160;ÑUÑOA;-0,334373;-0,705821
4022313;-33.613.976;-70.577.695;ALCALDE JUAN ESTAY 64;PUENTE ALTO;-0,336140;-0,705777
4022318;-33.518.132;-70.575.486;BOSQUE CHILENO 7165;LA FLORIDA;-0,335181;-0,705755
4022322;-33.451.925;-70.587.807;AUGUSTO VILLANUEVA 399;ÑUÑOA;-0,334519;-0,705878
4022326;-33.297.893;-70.884.808;LA HACIENDA ALTA 2471;LAMPA;-0,332979;-0,708848
4022327;-33.476.854;-7.055.381;DOS NORTE 7498;PEÑALOLEN;-0,334769;-0,705538
4022328;-33.388.551;-70.539.821;AV LAS CONDES 9560;LAS CONDES;-0,333886;-0,705398
4022329;-3.340.854;-70.574.786;WARREN SMITH 107;LAS CONDES;-0,334085;-0,705748
4022332;-33.434.042;-70.600.273;POCURO 2462;PROVIDENCIA;-0,334340;-0,706003
4023705;-33.402.915;-70.555.208;DONATELLO 7420;LAS CONDES;-0,334029;-0,705552
4023707;-3.339.058;-7.054.921;PRESIDENTE KENNEDY 8741;LAS CONDES;-0,333906;-0,705492
4023714;-33.513.742;-70.653.064;AV CENTENARIO 1000;SAN MIGUEL;-0,335137;-0,706531
4023715;-33.467.158;-70.737.744;PASAJE AUKA 161;PUDAHUEL;-0,334672;-0,707377
4023717;-33.406.627;-70.597.934;LAS NIEVES 3320;VITACURA;-0,334066;-0,705979
4023719;-33.491.975;-70.658.424;TERESA VIAL 1421;SAN MIGUEL;-0,334920;-0,706584
4023721;-33.457.202;-70.604.024;AV JOSE DOMINGO CAÑAS 2662;ÑUÑOA;-0,334572;-0,706040
4023722;-3.340.357;-70.569.381;MANQUEHUE NORTE 600;LAS CONDES;-0,334036;-0,705694
4023723;-33.426.244;-70.592.442;RAMON SOTOMAYOR 2967;PROVIDENCIA;-0,334262;-0,705924
4024162;-33.614.155;-70.894.969;FRANCISCO HIDALGO 222;PEÑAFLOR;-0,336142;-0,708950
4024166;-33.438.174;-70.589.331;JORGE MATTE GORMAZ 2443;PROVIDENCIA;-0,334382;-0,705893
4024168;-33.430.403;-70.619.372;MANUEL MONTT 175;PROVIDENCIA;-0,334304;-0,706194
4024169;-33.453.796;-70.654.197;LORD COCHRANE 635;SANTIAGO;-0,334538;-0,706542
4024171;-33.470.945;-70.547.472;LAGUNA SALADA 1500;PEÑALOLEN;-0,334709;-0,705475
4024174;-3.341.093;-70.575.343;AV APOQUINDO 5118;LAS CONDES;-0,334109;-0,705753
4024399;-3.322.511;-70.679.662;CHAUIL 74;COLINA;-0,332251;-0,706797
4024400;-33.024.635;-71.540.814;AV UNO NORTE 1501;VIÑA DEL MAR;-0,330246;-0,715408
4024401;-33.516.572;-70.534.147;CAMINO DEL MONTE 6100;LA FLORIDA;-0,335166;-0,705341
4024405;-33.361.386;-70.504.597;AVENIDA RAUL LABBE 14070;LO BARNECHEA;-0,333614;-0,705046
4024407;-33.475.714;-70.598.932;MACUL 2301;MACUL;-0,334757;-0,705989
4027605;-33.409.139;-70.577.116;LA GLORIA 120;LAS CONDES;-0,334091;-0,705771
4031175;-33.219.504;-70.673.386;AV EL REMANSO DE CHICUREO 330;COLINA;-0,332195;-0,706734
4031539;-33.452.869;-70.598.273;CHILE ESPAÑA 235;ÑUÑOA;-0,334529;-0,705983
4031541;-32.933.925;-71.536.456;AV COMISA 750;CON CON;-0,329339;-0,715365
4031542;-33.471.043;-70.603.643;LOS ALERCES 2700;ÑUÑOA;-0,334710;-0,706036
4031543;-3.347.611;-70.599.066;MACUL 2323;MACUL;-0,334761;-0,705991
4031544;-33.471.075;-70.597.726;LOS ALERCES 3225;ÑUÑOA;-0,334711;-0,705977
4031547;-33.450.546;-70.628.427;MUJICA 133;ÑUÑOA;-0,334505;-0,706284
4031548;-33.456.142;-70.614.576;JOSE DOMINGO CAÑAS 1640;ÑUÑOA;-0,334561;-0,706146
4031555;-3.344.815;-70.648.531;SERRANO 266;SANTIAGO;-0,334482;-0,706485
4033068;-33.424.959;-70.639.464;LA VIRGEN 133;RECOLETA;-0,334250;-0,706395
4033625;-33.492.417;-70.594.707;RICARDO MOLLER 4169;MACUL;-0,334924;-0,705947
4033627;-33.456.659;-70.582.686;RITOQUE 4621;ÑUÑOA;-0,334567;-0,705827
4033631;-33.421.852;-70.556.402;ALONSO DE CAMARGO 7237;LAS CONDES;-0,334219;-0,705564
4033635;-3.338.736;-70.549.999;PUERTO RICO 8790;VITACURA;-0,333874;-0,705500
4033642;-33.455.018;-70.691.788;TORO MAZOTE 64;ESTACIÓN CENTRAL;-0,334550;-0,706918
4033644;-33.445.708;-70.573.552;ECHEÑIQUE 5500;ÑUÑOA;-0,334457;-0,705736
4049666;-33.491.218;-70.637.809;LEAL 575;SAN JOAQUÍN;-0,334912;-0,706378
4060273;-33.442.539;-70.635.819;DIAGONAL PARAGUAY 160;SANTIAGO;-0,334425;-0,706358
4060278;-33.557.632;-70.554.441;CORALITO 5965;PUENTE ALTO;-0,335576;-0,705544
4060280;-33.438.049;-70.533.053;NICANOR PLAZA 1926;LA REINA;-0,334380;-0,705331
4060284;-33.417.881;-70.592.269;CALLAO 3600;LAS CONDES;-0,334179;-0,705923
4060285;-33.404.966;-70.690.209;PROMONCAES 1690;RENCA;-0,334050;-0,706902
4060286;-33.421.478;-70.606.582;MARDOQUEO FERNANDEZ 141;PROVIDENCIA;-0,334215;-0,706066
4060287;-33.450.901;-70.579.341;ESTRELLA SOLITARIA 4941;ÑUÑOA;-0,334509;-0,705793
4060288;-33.532.869;-70.674.691;INDUSTRIAS 8748;LA CISTERNA;-0,335329;-0,706747
4060352;-33.412.142;-70.601.184;AV PRESIDENTE RIESCO 2965;LAS CONDES;-0,334121;-0,706012
4060355;-33.732.593;-70.764.726;MANUEL MALLEA PEREZ 101;BUIN;-0,337326;-0,707647
4060357;-33.600.841;-70.514.331;CAMINO SAN JOSE DE MAIPO 5879;PUENTE ALTO;-0,336008;-0,705143
4060359;-33.470.981;-70.626.335;DIAGONAL VICUÑA MACKENNA 2004;SANTIAGO;-0,334710;-0,706263
4060362;-3.323.533;-7.082.414;NUESTRA SEÑORA DE MONSERRAT 0;LAMPA;-0,332353;-0,708241
4060367;-33.428.178;-7.061.927;ALMIRANTE PASTENE 7;PROVIDENCIA;-0,334282;-0,706193
4060368;-33.432.919;-70.646.757;SANTA MARIA 571;RECOLETA;-0,334329;-0,706468
4063562;-33.428.937;-70.618.666;AV NUEVA PROVIDENCIA 1372;PROVIDENCIA;-0,334289;-0,706187
4063568;-3.358.823;-70.567.183;PASAJE SAN NICOLAS 2515;PUENTE ALTO;-0,335882;-0,705672
4063569;-33.387.436;-70.731.208;AV LAS TORRES 620;QUILICURA;-0,333874;-0,707312
4063572;-33.458.743;-70.653.574;LORD COCHRANE 1007;SANTIAGO;-0,334587;-0,706536
4063573;-3.350.216;-70.746.068;GRUMETE IZAZA 2933;MAIPÚ;-0,335022;-0,707461
4063575;-33.390.138;-7.055.793;VIRGINIA 7543;VITACURA;-0,333901;-0,705579
4063581;-33.442.244;-7.067.141;GARCIA REYES 266;SANTIAGO;-0,334422;-0,706714
4065538;-33.472.162;-70.732.529;ORLEANS 3700;MAIPÚ;-0,334722;-0,707325
4067879;-33.477.469;-7.075.706;AV AMERICO VESPUCIO 1184;MAIPÚ;-0,334775;-0,707571
4068901;-33.448.546;-7.055.973;MONSEÑOR EDWARDS 593;LA REINA;-0,334485;-0,705597
4069146;-33.520.435;-70.768.546;SAN ALBERTO HURTADO 889;MAIPÚ;-0,335204;-0,707685
4076415;-33.455.704;-70.741.031;DIAGONAL TENIENTE CRUZ 557;PUDAHUEL;-0,334557;-0,707410
4167553;-33.486.802;-70.647.417;ALCALDE PEDRO ALARCON 932;SAN MIGUEL;-0,334868;-0,706474
4167565;-33.455.271;-70.574.694;FRANCISCO DE VILLAGRA 161;ÑUÑOA;-0,334553;-0,705747
4167568;-33.431.621;-70.633.306;ANTONIA LOPEZ DE BELLO 216;PROVIDENCIA;-0,334316;-0,706333
4167570;-33.493.925;-70.541.807;AV LAS PERDICES 4160;PEÑALOLEN;-0,334939;-0,705418
4167573;-33.455.317;-70.576.574;CAUQUENES 99;ÑUÑOA;-0,334553;-0,705766
4167574;-33.433.232;-70.609.984;MAR DEL PLATA 1954;PROVIDENCIA;-0,334332;-0,706100
4167577;-33.415.431;-7.056.091;LOS ALPES 916;LAS CONDES;-0,334154;-0,705609
4167579;-33.529.625;-70.672.439;FRANCIA 684;LA CISTERNA;-0,335296;-0,706724
4167581;-33.471.361;-70.751.567;LAS TAGUITAS 5331;MAIPÚ;-0,334714;-0,707516
4167584;-33.466.291;-70.723.243;CUADRO VERDE 140;ESTACIÓN CENTRAL;-0,334663;-0,707232
4167786;-335.826;-70.830.381;PARCELA 68;PADRE HURTADO;-3,358260;-0,708304
4180817;-33.394.325;-7.055.973;AV PRESIDENTE KENNEDY 7301;LAS CONDES;-0,333943;-0,705597
4203549;-33.458.858;-70.611.958;CARMEN COVARRUBIAS 567;ÑUÑOA;-0,334589;-0,706120
4211644;-33.486.802;-70.647.417;ALCALDE PEDRO ALARCON 932;SAN MIGUEL;-0,334868;-0,706474
4215027;-33.356.825;-70.670.655;PEDRO FONTOVA 7150;HUECHURABA;-0,333568;-0,706707
4215140;-33.505.944;-70.601.233;AV FROILAN ROA 5754;MACUL;-0,335059;-0,706012
4215141;-33.594.773;-70.584.927;CERVEIRA 540;PUENTE ALTO;-0,335948;-0,705849
4215644;-33.400.636;-7.058.608;EL TAMARUGO 1490;VITACURA;-0,334006;-0,705861
4215645;-33.399.278;-70.571.017;MANQUEHUE NORTE 958;LAS CONDES;-0,333993;-0,705710
4215706;-33.457.012;-71.027.049;BATALLA DE SAN JUAN 0;CURACAVI;-0,334570;-0,710270
4225093;-33.447.702;-7.167.829;BRISAS DEL MAR 2495;EL TABO;-0,334477;-0,716783
4225094;-33.347.197;-7.067.131;AV PEDRO FONTOVA 7788;HUECHURABA;-0,333472;-0,706713
4226806;-335.254;-7.065.233;AV FERNANDEZ ALBANO 775;LA CISTERNA;-3,352540;-0,706523
4226833;-33.432.395;-70.622.708;DE LA OLLERIA 966;PROVIDENCIA;-0,334324;-0,706227
4227485;-3.344.193;-70.554.795;LA CAÑADA 7387;LA REINA;-0,334419;-0,705548
4227901;-33.431.268;-70.596.126;EL VERGEL 2749;PROVIDENCIA;-0,334313;-0,705961
4227903;-3.337.208;-70.515.742;AV LAS CONDES 12523;LAS CONDES;-0,333721;-0,705157
4227904;-33.444.074;-70.602.865;RICARDO LYON 2550;PROVIDENCIA;-0,334441;-0,706029
4227909;-32.931.104;-71.524.158;LAS ENCINAS 1231;CON CON;-0,329311;-0,715242
4227910;-3.337.458;-70.611.936;CAMINO LA PIRAMIDE 5917;HUECHURABA;-0,333746;-0,706119
4229867;-33.458.996;-70.591.155;LOS TALAVERAS 370;ÑUÑOA;-0,334590;-0,705912
4230856;-33.439.823;-70.573.904;ROMEO SALINAS 1529;ÑUÑOA;-0,334398;-0,705739
4230866;-33.468.945;-70.741.031;QUILAN 337;MAIPÚ;-0,334689;-0,707410
4231397;-33.432.001;-70.679.474;CHACABUCO 1175;SANTIAGO;-0,334320;-0,706795
4231406;-33.554.937;-70.795.324;LAGO BRACCIANO 18718;MAIPÚ;-0,335549;-0,707953
4232608;-33.022.837;-71.524.697;EL PALTO 3001;VIÑA DEL MAR;-0,330228;-0,715247
4232626;-33.419.072;-70.557.843;PONTEVEDRA 1147;LAS CONDES;-0,334191;-0,705578
4233846;-33.411.907;-70.601.454;AV PRESIDENTE RIESCO 2963;LAS CONDES;-0,334119;-0,706015
4234872;-33.428.648;-70.617.084;ANTONIO VARAS 70;PROVIDENCIA;-0,334286;-0,706171
4234873;-33.409.184;-70.576.757;LA GLORIA 115;LAS CONDES;-0,334092;-0,705768
4234876;-33.039.028;-71.389.163;GALERNA 1934;VALPARAISO;-0,330390;-0,713892
4234880;-33.402.896;-70.555.185;DONATELLO 7420;LAS CONDES;-0,334029;-0,705552
4234887;-33.445.401;-7.058.319;ORTUZAR 1025;ÑUÑOA;-0,334454;-0,705832
4234889;-33.450.144;-70.627.633;SEMINARIO 650;ÑUÑOA;-0,334501;-0,706276
4234890;-33.507.228;-70.657.496;CUARTA AVENIDA 1170;SAN MIGUEL;-0,335072;-0,706575
4234896;-33.436.764;-70.579.417;SAN JUAN DE LUZ 4910;ÑUÑOA;-0,334368;-0,705794
4235960;-33.424.409;-70.584.825;LOS OLEANDROS 981;LAS CONDES;-0,334244;-0,705848
4235962;-33.211.163;-70.725.419;SANTA ELENA 278;COLINA;-0,332112;-0,707254
4235966;-33.349.499;-70.676.422;CAMINO DEL ROBLE 1578;HUECHURABA;-0,333495;-0,706764
4236060;-33.488.574;-70.600.317;COIPUE 3091;MACUL;-0,334886;-0,706003
4236063;-3.370.795;-709.294;SENADOR JAIME GUZMAN 3960;TALAGANTE;-0,337080;-7,092940
4236069;-33.741.333;-70.903.809;AV JAIME GUZMAN 1304;ISLA DE MAIPO;-0,337413;-0,709038
4236074;-33.420.119;-70.604.144;HOLANDA 87;PROVIDENCIA;-0,334201;-0,706041
4236075;-33.439.813;-7.063.437;AV VICUÑA MACKENNA 58;PROVIDENCIA;-0,334398;-0,706344
4236076;-33.476.811;-70.597.356;LOS ESPINOS 3365;MACUL;-0,334768;-0,705974
4236080;-3.344.419;-7.063.399;GENERAL JOFRE 41;SANTIAGO;-0,334442;-0,706340
4236082;-33.451.343;-70.625.962;EMILIO VAISSE 760;ÑUÑOA;-0,334513;-0,706260
4237032;-33.569.756;-70.821.787;AV SANTA HERMINIA 140;PADRE HURTADO;-0,335698;-0,708218
4237039;-33.423.342;-70.553.389;FLORENCIO BARRIOS 1262;LAS CONDES;-0,334233;-0,705534
4237057;-335.729;-7.076.839;CAMINO LONQUEN NORTE PARADERO 1 PARCELA 43;CALERA DE TANGO;-3,357290;-0,707684
4237065;-33.403.044;-70.554.934;RAFAEL SANZIO 80;LAS CONDES;-0,334030;-0,705549
4237070;-33.524.733;-70.607.339;FRESIA 7627;LA FLORIDA;-0,335247;-0,706073
4237071;-33.478.986;-70.744.148;MONVOISIN 90;MAIPÚ;-0,334790;-0,707441
4237179;-33.597.722;-70.593.123;CARISTO ORIENTE 1575;PUENTE ALTO;-0,335977;-0,705931
4237180;-33.425.379;-70.585.436;ALCANTARA 1026;LAS CONDES;-0,334254;-0,705854
4237182;-33.453.277;-7.065.755;GENERAL LAS HERAS 1630;SANTIAGO;-0,334533;-0,706576
4237192;-3.340.357;-70.569.381;AV MANQUEHUE NORTE 600;LAS CONDES;-0,334036;-0,705694
4237200;-33.449.252;-70.596.061;AV HOLANDA 3337;ÑUÑOA;-0,334493;-0,705961
4237201;-3.345.188;-70.609.565;AV ANTONIO VARAS 2627;ÑUÑOA;-0,334519;-0,706096
4237205;-334.976;-70.648.291;DRESDEN 4647;SAN MIGUEL;-3,349760;-0,706483
4237339;-33.395.475;-70.558.013;CAPITAN CROSBIE 800;LAS CONDES;-0,333955;-0,705580
4239882;-33.453.227;-70.631.935;SANTA ELENA 898;SANTIAGO;-0,334532;-0,706319
4239931;-3.337.735;-7.072.838;PEDRO RIVEROS 1521;QUILICURA;-0,333774;-0,707284
4239936;-33.500.791;-70.793.731;LA GALAXIA 3161;MAIPÚ;-0,335008;-0,707937
4239937;-33.493.846;-70.547.475;PLAZOLETA TRES 5163;PEÑALOLEN;-0,334938;-0,705475
4240479;-33.501.547;-70.651.622;PIRAMIDE 1000;SAN MIGUEL;-0,335015;-0,706516
4240485;-33.354.495;-7.067.912;BERTA CORREA 1683;HUECHURABA;-0,333545;-0,706791
4240486;-33.444.117;-705.957;DR PEDRO LAUTARO FERRER 3420;PROVIDENCIA;-0,334441;-7,059570
4240493;-3.345.383;-7.057.375;AV IRARRAZAVAL 5485;ÑUÑOA;-0,334538;-0,705738
4240498;-33.551.007;-70.565.835;AV LA FLORIDA 10269;LA FLORIDA;-0,335510;-0,705658
4240509;-33.449.445;-70.576.837;HAMBURGO 550;ÑUÑOA;-0,334494;-0,705768
4240510;-33.447.853;-7.063.399;SANTA ISABEL 157;SANTIAGO;-0,334479;-0,706340
4240512;-33.432.216;-70.574.902;AV OSSA 2274;LA REINA;-0,334322;-0,705749
4240661;-33.752.783;-70.742.303;PASAJE ADELINO MENDEZ ARIAS 48;BUIN;-0,337528;-0,707423
4241064;-33.448.942;-70.638.433;SANTA ISABEL 361;SANTIAGO;-0,334489;-0,706384
4241162;-33.383.865;-70.719.184;TORREMOLINO 451;QUILICURA;-0,333839;-0,707192
4241165;-3.339.573;-70.555.947;PRESIDENTE RIESCO 7626;LAS CONDES;-0,333957;-0,705559
4241166;-33.590.612;-70.583.016;LOS PIMIENTOS 2335;PUENTE ALTO;-0,335906;-0,705830
4241167;-33.383.669;-70.534.941;TABANCURA 1050;VITACURA;-0,333837;-0,705349
4241169;-3.349.069;-70.575.319;AV QUILIN 5662;PEÑALOLEN;-0,334907;-0,705753
4241170;-33.124.168;-71.577.774;OBISPO VALDES SUBERCASEAUX 1857;VALPARAISO;-0,331242;-0,715778
4241171;-3.342.133;-70.640.301;AV. PERU 981;RECOLETA;-0,334213;-0,706403
4241172;-33.363.286;-70.489.204;LA DISPUTADA 31B;LO BARNECHEA;-0,333633;-0,704892
4241173;-33.503.551;-70.766.947;AV CHILE 767-A;MAIPÚ;-0,335036;-0,707669
4241175;-33.510.055;-70.584.006;AV DEPARTAMENTAL 4848;PEÑALOLEN;-0,335101;-0,705840
4241176;-33.457.392;-70.629.492;AV VICUÑA MACKENNA 1231;SANTIAGO;-0,334574;-0,706295
4241177;-33.406.085;-70.557.611;GENERAL CAROL URZUA 7039;LAS CONDES;-0,334061;-0,705576
4241181;-33.428.845;-70.588.118;AV TOBALABA 1745;PROVIDENCIA;-0,334288;-0,705881
4241183;-33.476.825;-70.597.072;LOS ESPINOS 3365;MACUL;-0,334768;-0,705971
4241184;-33.452.071;-70.748.786;CLAUDIO ARRAU 8397;PUDAHUEL;-0,334521;-0,707488
4241185;-33.726.566;-70.715.454;LUIS HINOJOSA PASCUA 1740;BUIN;-0,337266;-0,707155
4241186;-33.320.933;-70.751.198;RIO MAULE 2610;LAMPA;-0,333209;-0,707512
4241187;-33.537.755;-70.612.022;OCHO ORIENTE 8346;LA GRANJA;-0,335378;-0,706120
4241188;-33.387.694;-70.645.183;LAS ROSAS 3956;RECOLETA;-0,333877;-0,706452
4241189;-33.425.847;-70.547.533;PSJE PACHICA 8179;LAS CONDES;-0,334258;-0,705475
4241190;-33.469.399;-70.725.362;LAS PARCELAS 4640;ESTACIÓN CENTRAL;-0,334694;-0,707254
4241192;-33.463.167;-70.854.275;QUEBRADA LA LAJA 1938;PUDAHUEL;-0,334632;-0,708543
4241194;-3.283.743;-71.234.638;CABO DE HORNOS 2;LA CRUZ;-0,328374;-0,712346
4241196;-33.561.289;-70.590.098;MARIA ELENA 370;LA FLORIDA;-0,335613;-0,705901
4241197;-33.746.212;-70.745.874;PARROCO DAMIAN ACUÑA 1331;BUIN;-0,337462;-0,707459
4241198;-33.432.847;-70.647.277;AV SANTA MARIA 571;RECOLETA;-0,334328;-0,706473
4241200;-33.406.916;-70.555.964;SENDERO DEL INFANTE 6997;LAS CONDES;-0,334069;-0,705560
4241204;-33.468.269;-70.598.338;AV JOSE PEDRO ALESSANDRI 1498;ÑUÑOA;-0,334683;-0,705983
4241205;-3.341.135;-70.569.766;LAS MALVAS 370;LAS CONDES;-0,334114;-0,705698
4241206;-33.417.143;-70.603.531;AV TAJAMAR 233;LAS CONDES;-0,334171;-0,706035
4241207;-33.428.845;-70.588.118;AV TOBALABA 1745;PROVIDENCIA;-0,334288;-0,705881
4241371;-33.427.743;-7.060.669;CARLOS ANTUNEZ 2250;PROVIDENCIA;-0,334277;-0,706067
4241389;-33.413.478;-70.578.822;CORONEL PEREIRA 140;LAS CONDES;-0,334135;-0,705788
4241407;-33.412.842;-70.590.092;ALSACIA 151;LAS CONDES;-0,334128;-0,705901
4241412;-33.200.086;-70.656.477;AV IGNACIO CARRERA PINTO 14127;COLINA;-0,332001;-0,706565
4241734;-33.394.668;-70.558.728;HERMANOS CABOT 7393;LAS CONDES;-0,333947;-0,705587
4242576;-33.295.161;-70.868.663;DEL CAMPO 2416;LAMPA;-0,332952;-0,708687
4242580;-33.362.989;-70.510.152;RAUL LABBE 13390;LO BARNECHEA;-0,333630;-0,705102
4242588;-33.456.044;-70.571.134;AVENIDA EGAÑA 252;LA REINA;-0,334560;-0,705711
4242591;-33.418.001;-70.572.229;SEBASTIAN ELCANO 955;LAS CONDES;-0,334180;-0,705722
4242595;-33.504.001;-70.768.071;ESPERANZA 2360;MAIPÚ;-0,335040;-0,707681
4242597;-33.598.036;-70.550.581;BARCELONETA 2 NORTE 1159;PUENTE ALTO;-0,335980;-0,705506
4243263;-33.455.452;-70.583.451;ALCALDE JORGE MONCKEBERG 35;ÑUÑOA;-0,334555;-0,705835
4243286;-33.506.677;-70.547.439;LOS GIRASOLES 5542;PEÑALOLEN;-0,335067;-0,705474
4245129;-33.774.706;-71.425.827;CAMINO DEL AGUA 52;VALPARAISO;-0,337747;-0,714258
4245563;-33.529.223;-70.775.723;RAFAEL DUCOS FIGUEROA 788;MAIPÚ;-0,335292;-0,707757
4245573;-33.451.795;-706.289;GENERAL BUSTAMANTE 772;ÑUÑOA;-0,334518;-7,062890
4245585;-33.435.878;-70.670.768;GENERAL BULNES 749;SANTIAGO;-0,334359;-0,706708
4246881;-3.332.838;-70.738.649;TRIWE 63;LAMPA;-0,333284;-0,707386
4246883;-33.374.574;-70.667.047;BORATO 1248;CONCHALÍ;-0,333746;-0,706670
4246890;-33.477.395;-70.598.828;AV MACUL 2470;MACUL;-0,334774;-0,705988
4246895;-33.371.964;-70.515.232;AV LAS CONDES 12587;LAS CONDES;-0,333720;-0,705152
4246902;-33.507.604;-70.603.302;BERNARDO LEIGHTON GUZMAN 2951;MACUL;-0,335076;-0,706033
4246904;-33.390.716;-70.538.562;CAPITAN LENIZ 247;LAS CONDES;-0,333907;-0,705386
4247656;-33.420.983;-70.607.994;AV PROVIDENCIA 2315;PROVIDENCIA;-0,334210;-0,706080
4247666;-3.344.915;-70.653.446;NATANIEL COX 223;SANTIAGO;-0,334492;-0,706534
4247674;-33.442.561;-706.446;ALAMEDA 580;SANTIAGO;-0,334426;-7,064460
4247675;-33.401.482;-70.563.442;MALMO 575;LAS CONDES;-0,334015;-0,705634
4247677;-3.359.049;-7.070.907;OHIGGINS 926;SAN BERNARDO;-0,335905;-0,707091
4248946;-33.458.012;-70.894.775;PRADERAS DE LO AGUIRRE 301;PUDAHUEL;-0,334580;-0,708948
4248954;-33.516.207;-70.602.779;AV VICUÑA MACKENNA ORIENTE 6711;LA FLORIDA;-0,335162;-0,706028
4248955;-33.371.964;-70.515.232;AV LAS CONDES 12587;LAS CONDES;-0,333720;-0,705152
4248958;-33.425.259;-70.591.385;LA NIÑA 3020;LAS CONDES;-0,334253;-0,705914
4248959;-33.432.838;-70.604.625;EL VERGEL 2252;PROVIDENCIA;-0,334328;-0,706046
4248962;-3.245.413;-71.234.868;PICHICUY 459;LA LIGUA;-0,324541;-0,712349
4249127;-33.366.006;-70.508.848;EMAUS 13452;LO BARNECHEA;-0,333660;-0,705088
4252342;-33.419.693;-70.604.904;AV PROVIDENCIA 2457;PROVIDENCIA;-0,334197;-0,706049
4256673;-33.467.325;-70.600.483;EXEQUIEL FERNANDEZ 1381;ÑUÑOA;-0,334673;-0,706005
4256730;-3.343.535;-70.603.345;AV POCURO 2275;PROVIDENCIA;-0,334354;-0,706033
4256743;-33.371.964;-70.515.232;LAS CONDES 12587;LAS CONDES;-0,333720;-0,705152
4258377;-33.295.736;-70.884.255;PSJE ROMAZA 2299;LAMPA;-0,332957;-0,708843
4258379;-3.375.545;-70.737.888;C. MARCO GALLARDO LIGUEÑO 150;BUIN;-0,337555;-0,707379
4258380;-33.357.564;-70.518.947;LOS ADOBES 1650;LO BARNECHEA;-0,333576;-0,705189
4258387;-3.293.119;-71.547.431;AV COSTA DE MONTE MAR 186;VALPARAISO;-0,329312;-0,715474
4258388;-3.372.858;-7.076.977;DOCTOR GARCIA 379;BUIN;-0,337286;-0,707698
4258389;-33.515.185;-7.059.926;FROILAN ROA 6727;LA FLORIDA;-0,335152;-0,705993
4258391;-33.593.888;-70.534.044;SANTA MAGDALENA PONIENTE 780;PUENTE ALTO;-0,335939;-0,705340
4258394;-33.724.839;-70.734.277;ARTURO MORALES TAIBO 285;BUIN;-0,337248;-0,707343
4258395;-33.481.099;-70.600.542;MAYOR ABE 3067;MACUL;-0,334811;-0,706005
4258396;-33.537.068;-70.543.009;LAS PALMAS NORTE 4729;LA FLORIDA;-0,335371;-0,705430
4258397;-33.449.809;-70.594.135;JORGE WASHINGTON 550;ÑUÑOA;-0,334498;-0,705941
4258400;-3.342.987;-7.060.661;RICARDO LYON 920;PROVIDENCIA;-0,334299;-0,706066
4258401;-33.533.677;-70.668.976;PEDRO AGUIRRE CERDA 398;LA CISTERNA;-0,335337;-0,706690
4258404;-33.501.337;-70.793.957;LA GALAXIA 3161;MAIPÚ;-0,335013;-0,707940
4258410;-33.506.228;-7.058.748;AV SAN LUIS DE MACUL 4355;PEÑALOLEN;-0,335062;-0,705875
4258412;-33.520.843;-70.609.898;RUPANCO 398;LA FLORIDA;-0,335208;-0,706099
4258413;-33.459.319;-70.625.541;SEMINARIO 1617;ÑUÑOA;-0,334593;-0,706255
4261753;-33.524.859;-70.654.353;FERNANDEZ ALBANO 565;LA CISTERNA;-0,335249;-0,706544
